SAND_COMPACT			1		1		0		1		245		147		113		86		45		35		0.5		0.5		0.5			0.55		1.0			0.0				0.18
;
SAND_ARID			1		1		0		0		210		205		182		210		0		50		1.5		0.6		1.5			0.85		1.0			3.0				0.04
;
SAND_MORE			0		1		0		2		192		192		192		110		220		100		0.5		0.5		0.5			0.55		1.0			0.0				0.18
SAND_MORE			0		1		0		2		192		192		192		110		220		100		0.5		0.5		0.5			0.55		1.0			0.0				0.18
;
P_GRASSMID1			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSMID1			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSMID2			0		1		0		1		222		220		219		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSMID2			1		1		0		1		222		220		219		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
;
P_BUSHYDRY			0		1		0		1		222		220		219		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_BUSHYDRY			1		1		0		1		222		220		219		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSLIGHTER			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLIGHTER			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSLIGHTER2			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLIGHTER2			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_WOODLAND			0		0		0		1		252		220		139		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_WOODLAND			1		0		0		1		252		220		139		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_FORESTSTUMPS			0		0		0		1		252		220		139		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_FORESTSTUMPS			1		0		0		1		252		220		139		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSBRNMIX			0		0		0		1		252		200		139		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSBRNMIX			1		0		0		1		252		200		139		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
CORNFIELD			0		1		0		1		242		240		239		220		90		70		0.5		2.11		1.5			0.25		1.0			3.0				0.1
CORNFIELD			1		1		0		1		242		240		239		220		90		70		1.5		2.61		1.5			0.85		1.0			3.0				0.08
;
P_SAND				1		1		0		0		210		205		182		210		0		50		1.5		0.6		1.5			0.85		1.0			3.0				0.01
P_SAND_ARID			1		1		0		0		210		205		182		210		0		50		1.5		0.6		1.5			0.85		1.0			3.0				0.04
P_SAND_DENSE			1		1		0		0		210		205		182		210		0		50		1.5		0.6		1.5			0.85		1.0			3.0				0.01
P_SAND_COMPACT			1		1		0		0		120		135		70		170		0		30		1.5		0.6		1.5			0.85		1.0			3.0				0.06
P_GRASS_SHORT			0		0		0		2		190		250		165		100		0		50		2.5		0.61		2.5			0.85		1.0			3.0				0.04
P_GRASS_MEADOW			0		0		0		2		210		250		128		111		64		16		0.5		0.51		1.5			0.65		1.0			3.0				0.0
P_GRASS_DRY			0		0		0		2		220		210		165		160		22		40		0.5		0.51		1.5			0.65		5.0			1.0				0.0
P_WOODDENSE			0		0		0		3		190		250		165		100		0		20		1.5		0.61		1.5			0.85		1.0			3.0				0.00
P_ROADSIDEDES			0		0		0		2		202		222		202		180		220		100		1.5		1.2		0.5			0.55		1.0			0.0				0.01
;
P_GRASSWEEFLOWERS		0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSWEEFLOWERS		1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSDRYTALL			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSDRYTALL			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSLUSHTALL			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLUSHTALL			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSGRNMIX			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSGRNMIX			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSLOW			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLIGHTER2			0		1		0		1		242		240		239		190		50		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLIGHTER2			1		1		0		1		242		240		239		190		50		40		1.5		0.61		1.5			0.85		1.0			3.0				0.08
;
P_GRASSROCKY			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSSMALLTREES		0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSLIGHT			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
;
;
P_GRASSDARK			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSDARK2			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
P_GRASSDIRTMIX			0		0		0		1		190		250		165		100		0		50		0.5		0.11		1.5			0.25		1.0			3.0				0.1
;
;
;
;the end
