processed
-1440.0 -2110.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1360.0 -2110.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1440.0 -1950.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1360.0 -1950.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1484.0 -2180.0 0.00000 0.00000 0.00000 0.03459 0.07876    -1440.0 -2180.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1484.0 -2036.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1440.0 -2036.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1572.0 -2352.0 0.00000 0.00000 0.00000 0.01500 0.05100    -1484.0 -2352.0 0.00000 0.00000 0.00000 0.01500 0.05100    -1572.0 -2096.0 0.00000 0.00000 0.00000 0.01500 0.05100    -1484.0 -2096.0 0.00000 0.00000 0.00000 0.04416 0.09232  1
-1216.0 -2208.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1104.0 -2208.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1216.0 -1864.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1104.0 -1864.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1232.0 -2304.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1120.0 -2304.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1232.0 -2208.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1120.0 -2208.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1270.0 -2480.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1178.0 -2480.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1270.0 -2304.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1178.0 -2304.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1260.0 -2560.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1188.0 -2560.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1260.0 -2480.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1188.0 -2480.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1262.0 -2640.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1146.0 -2640.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1262.0 -2560.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1146.0 -2560.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1216.0 -2752.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1080.0 -2752.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1216.0 -2640.0 0.00000 0.00000 0.00000 0.05100 0.10200    -1080.0 -2640.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-1200.0 -2896.0 0.00000 0.00000 0.00000 0.17776 0.10542    -928.0 -2896.0 0.00000 0.00000 0.00000 0.34598 0.11367    -1200.0 -2752.0 0.00000 0.00000 0.00000 0.05100 0.10200    -928.0 -2752.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-2016.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -1520.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2016.0 -2704.0 0.00000 0.00000 0.00000 0.19900 0.24100    -1520.0 -2704.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-1520.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -1376.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -1520.0 -2894.0 0.00000 0.00000 0.00000 0.71316 0.08630    -1376.0 -2894.0 0.00000 0.00000 0.00000 0.05100 0.10200  1
-2256.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2016.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2256.0 -2772.0 0.00000 0.00000 0.00000 0.38301 0.18564    -2016.0 -2772.0 0.00000 0.00000 0.00000 0.38301 0.18564  1
-2448.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2256.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2448.0 -2704.0 0.00000 0.00000 0.00000 0.19900 0.24100    -2256.0 -2704.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2448.0 -3000.0 0.00000 0.00000 0.00000 1.00000 0.00000    -3000.0 -2704.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2448.0 -2704.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -2704.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2516.0 -2704.0 0.00000 0.00000 0.00000 0.29767 0.21131    -3000.0 -2576.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2516.0 -2576.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -2576.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2600.0 -2576.0 0.00000 0.00000 0.00000 0.33802 0.19917    -3000.0 -2448.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2600.0 -2448.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -2448.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2628.0 -2448.0 0.00000 0.00000 0.00000 0.25507 0.22413    -3000.0 -2144.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2628.0 -2144.0 0.00000 0.00000 0.00000 0.01900 0.02400  1
-3000.0 -2144.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2670.0 -2144.0 0.00000 0.00000 0.00000 0.12976 0.02129    -3000.0 -2032.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2670.0 -2032.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -2032.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2802.0 -2032.0 0.00000 0.00000 0.00000 0.51940 0.14460    -3000.0 -1904.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2802.0 -1904.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -1904.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2920.0 -1904.0 0.00000 0.00000 0.00000 0.67636 0.09737    -3000.0 -1376.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2920.0 -1376.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-3000.0 -1376.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2936.0 -1376.0 0.00000 0.00000 0.00000 0.35920 0.19280    -3000.0 -1186.0 0.00000 0.00000 0.00000 1.00000 0.00000    -2936.0 -1186.0 0.00000 0.00000 0.00000 0.49387 0.05440  1
-768.0 208.0 0.00000 0.00000 0.00000 0.03377 0.04181    -720.0 208.0 0.00000 0.00000 0.00000 0.01900 0.02400    -768.0 672.0 0.00000 0.00000 0.00000 0.35807 0.35899    -720.0 672.0 0.00000 0.00000 0.00000 0.30630 0.31571  1
-720.0 256.0 0.00000 0.00000 0.00000 0.04872 0.05418    -656.0 256.0 0.00000 0.00000 0.00000 0.19900 0.24100    -720.0 672.0 0.00000 0.00000 0.00000 0.30630 0.31571    -656.0 672.0 0.00000 0.00000 0.00000 0.23707 0.25776  1
-656.0 276.0 0.00000 0.00000 0.00000 0.20083 0.24181    -496.0 276.0 0.00000 0.00000 0.00000 0.02000 0.01000    -656.0 576.0 0.00000 0.00000 0.00000 0.22828 0.25389    -496.0 576.0 0.00000 0.00000 0.00000 0.06371 0.09855  1
-496.0 298.0 0.00000 0.00000 0.00000 0.02321 0.01649    -384.0 298.0 0.00000 0.00000 0.00000 0.10537 0.06835    -496.0 566.0 0.00000 0.00000 0.00000 0.06226 0.09560    -384.0 566.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-384.0 254.0 0.00000 0.00000 0.00000 0.09000 0.04000    -224.0 254.0 0.00000 0.00000 0.00000 0.19900 0.24100    -384.0 530.0 0.00000 0.00000 0.00000 0.18642 0.21781    -224.0 530.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
-224.0 212.0 0.00000 0.00000 0.00000 0.19900 0.24100    -64.0 212.0 0.00000 0.00000 0.00000 0.05108 0.06267    -224.0 528.0 0.00000 0.00000 0.00000 0.19900 0.24100    -64.0 528.0 0.00000 0.00000 0.00000 0.19187 0.23241  1
-64.0 140.0 0.00000 0.00000 0.00000 0.01900 0.02400    64.0 140.0 0.00000 0.00000 0.00000 0.01900 0.02400    -64.0 544.0 0.00000 0.00000 0.00000 0.19900 0.24100    64.0 544.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
64.0 140.0 0.00000 0.00000 0.00000 0.01900 0.02400    304.0 140.0 0.00000 0.00000 0.00000 0.19900 0.24100    64.0 544.0 0.00000 0.00000 0.00000 0.19900 0.24100    304.0 544.0 0.00000 0.00000 0.00000 0.05585 0.06843  1
120.0 544.0 0.00000 0.00000 0.00000 0.16560 0.20073    304.0 544.0 0.00000 0.00000 0.00000 0.05585 0.06843    120.0 648.0 0.00000 0.00000 0.00000 0.01900 0.02400    304.0 648.0 0.00000 0.00000 0.00000 0.01900 0.02400  1
304.0 164.0 0.00000 0.00000 0.00000 0.19050 0.23075    384.0 164.0 0.00000 0.00000 0.00000 0.19900 0.24100    304.0 608.0 0.00000 0.00000 0.00000 0.03317 0.04109    384.0 608.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
384.0 222.0 0.00000 0.00000 0.00000 0.19900 0.24100    464.0 222.0 0.00000 0.00000 0.00000 0.19900 0.24100    384.0 630.0 0.00000 0.00000 0.00000 0.19900 0.24100    464.0 630.0 0.00000 0.00000 0.00000 0.02978 0.03700  1
464.0 304.0 0.00000 0.00000 0.00000 0.16499 0.20000    544.0 304.0 0.00000 0.00000 0.00000 0.19900 0.24100    464.0 656.0 0.00000 0.00000 0.00000 0.01900 0.02400    544.0 656.0 0.00000 0.00000 0.00000 0.01900 0.02400  1
544.0 362.0 0.00000 0.00000 0.00000 0.16934 0.20524    800.0 362.0 0.00000 0.00000 0.00000 0.19900 0.24100    544.0 646.0 0.00000 0.00000 0.00000 0.02411 0.03016    800.0 646.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
800.0 432.0 0.00000 0.00000 0.00000 0.19900 0.24100    944.0 432.0 0.00000 0.00000 0.00000 0.19900 0.24100    800.0 704.0 0.00000 0.00000 0.00000 0.19900 0.24100    944.0 704.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
944.0 480.0 0.00000 0.00000 0.00000 0.19900 0.24100    976.0 480.0 0.00000 0.00000 0.00000 0.19900 0.24100    944.0 720.0 0.00000 0.00000 0.00000 0.19900 0.24100    976.0 720.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
976.0 528.0 0.00000 0.00000 0.00000 0.19900 0.24100    1040.0 528.0 0.00000 0.00000 0.00000 0.19900 0.24100    976.0 704.0 0.00000 0.00000 0.00000 0.19900 0.24100    1040.0 704.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
1040.0 560.0 0.00000 0.00000 0.00000 0.19900 0.24100    1280.0 560.0 0.00000 0.00000 0.00000 0.19900 0.24100    1040.0 672.0 0.00000 0.00000 0.00000 0.19900 0.24100    1280.0 672.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
1280.0 480.0 0.00000 0.00000 0.00000 0.19900 0.24100    1472.0 480.0 0.00000 0.00000 0.00000 0.19900 0.24100    1280.0 640.0 0.00000 0.00000 0.00000 0.19900 0.24100    1472.0 640.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
1472.0 432.0 0.00000 0.00000 0.00000 0.19900 0.24100    1616.0 432.0 0.00000 0.00000 0.00000 0.19900 0.24100    1472.0 640.0 0.00000 0.00000 0.00000 0.19900 0.24100    1616.0 640.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
1616.0 416.0 0.00000 0.00000 0.00000 0.19900 0.24100    1824.0 416.0 0.00000 0.00000 0.00000 0.19900 0.24100    1616.0 608.0 0.00000 0.00000 0.00000 0.19900 0.24100    1824.0 608.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
1824.0 400.0 0.00000 0.00000 0.00000 0.19900 0.24100    2160.0 400.0 0.00000 0.00000 0.00000 0.19900 0.24100    1824.0 576.0 0.00000 0.00000 0.00000 0.19900 0.24100    2160.0 576.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
2160.0 400.0 0.00000 0.00000 0.00000 0.19900 0.24100    2432.0 400.0 0.00000 0.00000 0.00000 0.19900 0.24100    2160.0 512.0 0.00000 0.00000 0.00000 0.19900 0.24100    2432.0 512.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
2432.0 368.0 0.00000 0.00000 0.00000 0.19900 0.24100    2560.0 368.0 0.00000 0.00000 0.00000 0.19900 0.24100    2432.0 544.0 0.00000 0.00000 0.00000 0.19900 0.24100    2560.0 544.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
2560.0 336.0 0.00000 0.00000 0.00000 0.19900 0.24100    2720.0 336.0 0.00000 0.00000 0.00000 0.19900 0.24100    2560.0 576.0 0.00000 0.00000 0.00000 0.19900 0.24100    2720.0 576.0 0.00000 0.00000 0.00000 0.19900 0.24100  1
2720.0 196.0 0.00000 0.00000 0.00000 0.19900 0.24100    2816.0 196.0 0.00000 0.00000 0.00000 0.05184 0.10279    2720.0 560.0 0.00000 0.00000 0.00000 0.19900 0.24100    2816.0 560.0 0.00000 0.00000 0.00000 0.06035 0.11079  1
2816.0 160.0 0.00000 0.00000 0.00000 0.05100 0.10200    3000.0 160.0 0.00000 0.00000 0.00000 1.00000 0.00000    2816.0 576.0 0.00000 0.00000 0.00000 0.05989 0.11035    3000.0 576.0 0.00000 0.00000 0.00000 1.00000 0.00000  1
2860.0 -80.0 0.00000 0.00000 0.00000 0.19900 0.24100    3000.0 -80.0 0.00000 0.00000 0.00000 1.00000 0.00000    2860.0 160.0 0.00000 0.00000 0.00000 0.27793 0.07761    3000.0 160.0 0.00000 0.00000 0.00000 1.00000 0.00000  1
